,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
39110,"Indiana University, Bloomington (IUB)",English,MS,,Rejected,Postal Service,"(18, 3, 2008)",1205823600,,,,,,,International,"(20, 3, 2008)",1205996400,
39111,Columbia University (SIPA),MIA,MS,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,I got an e-mail saying to check the website.
39112,Cornell University,Historic Preservation,MS,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39113,Duke University,Earth And Ocean Sciences,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,email with a link to their website.
39114,"University Of California, Los Angeles (UCLA)",Physics & Astronomy,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39115,Johns Hopkins University (JHU),History Of Art,PhD,,,Phone,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I called the department and they are apparently still in the process of making decisions.  The first letters should go out next week, and I was told that if I didn't receive one then I was still under consideration."
39116,New York University (NYU) Wagner,Master In Public Administration,MS,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,
39117,Stanford University,Electrical Engineering,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(20, 3, 2008)",1205996400,"The usual stuff, very many outstanding applicants for a limited number of spots-- GRE: 800/650/5.0,  GPA: 4.96/5.00"
39118,Portland State University,Urban Planning,PhD,,Rejected,Postal Service,"(15, 3, 2008)",1205564400,,,,,,,International,"(20, 3, 2008)",1205996400,They just said my undergraduate studies do not match their concentrations.
39119,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"""I apologize that you have not yet received your notification. Our committee was delayed in finalizing their decisions due to the large volume of applicants. I regret to advise that your application was not accepted."""
39120,University Of Arizona,Applied Mathematics,PhD,,Interview,E-mail,"(5, 3, 2008)",1204704000,,,,,,,American,"(20, 3, 2008)",1205996400,"I'm not the one admitted, but had phone interview in Feb, and they're flying me out for recruiting day 3/25. They contacted me both times."
39121,"University Of Washington, Seattle",Mathematics,PhD,,Wait listed,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Have an offer of admission from a place I am more interested in so I will probably ask them to take me of the wait list.
39122,Portland State University,Urban Planning,MS,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,Mass email that seemed to assume I already knew I was rejected.
39123,"University Of California, Los Angeles (UCLA)",Physics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Got into MIT anyway.
39124,"University Of California, Irvine (UCI)",Mechanical And Aerospace Engineering,PhD,,Rejected,E-mail,"(17, 3, 2008)",1205737200,,,,,,,International,"(20, 3, 2008)",1205996400,
39125,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,E-mail to check the website
39126,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"It was expected... However, I'm really all right with my results up to now (In at Brown and Texas Austin, both with funding, and Pompeu Fabra)"
39127,"University Of California, Santa Barbara (UCSB)",Religious Studies,PhD,,Wait listed,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,
39128,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,Email told me to go to the website to check.
39129,North Carolina State University,Economics,PhD,,Accepted,Website,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,Randomly checked the website. No info about funding.
39130,Johns Hopkins University (JHU),Computer Science,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(20, 3, 2008)",1205996400,
39131,Duke University,Cognitive Psychology,PhD,,Rejected,E-mail,"(8, 3, 2008)",1204963200,,,,,,,International,"(20, 3, 2008)",1205996400,I liked Duke.
39132,University Of Florida (Gainesville),Cognitive Psychology,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,okay...No prob...T-T
39133,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,mid night west time. don't they sleep?
39134,University Of Arizona,Economics,PhD,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,The letter does not say anythig about funding though. Probably admitted w/out funding as it seems some people here got admission w/funding.
39135,University Of South Florida,Philosophy,PhD,,,E-mail,"(30, 12, 2007)",1199001600,,,,,,,American,"(20, 3, 2008)",1205996400,"To the person who said they were waitlisted:  Hey!  I have been accepted to USF but after a lot of thought I have just decided to attend UCI instead, so I hope you're high on the waitlist!  I'm going to notify them today.  I have full funding plus a T.A.-ship so that should free up some money, too."
39136,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,Website,"(19, 3, 2008)",1205910000,,,,,,,International,"(20, 3, 2008)",1205996400,European master student; GPA 8/10; GRE 800/560/5.0.
39137,"University of Texas, Austin (UT Austin)",Philosophy,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39138,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,2:13am Central Time.  E-mail to check website.
39139,Columbia University GSAPP,Architecture (M.Arch I),Other,,Accepted,Website,"(17, 3, 2008)",1205737200,,,,,,,American,"(20, 3, 2008)",1205996400,with scholarship info in decision letter
39140,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,E-Mail with hint to check website arrived today 8:15 am CET
39141,University Of Pittsburgh,Business,PhD,,Rejected,Phone,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,"I called Gina, found out I was not on the waitlist. Hence REJECTED"
39142,Columbia University (SIPA),Master In Public Administration,MS,,,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"Received today: Decisions have started to be posted online since last week. They will continue to be posted, as they are finalized, until the end of next week. Your application does not have a decision yet. Once a decision is finalized, it will be posted online, and you will receive an email alerting you to log into ApplyYourself to see your decision online."
39143,Arizona State University (ASU),Social Psychology,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Just checked the website and it says letters have been sent out.
39144,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,"No change on website, but I got the mail which signed March 12:("
39145,Stanford University,Mechanical Engineering,MS,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39146,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,PhD,,Rejected,Other,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"Emailed to check, they said decisions have been delayed, we regret to inform you that your application was not accepted."
39147,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(20, 3, 2008)",1205996400,"I got the e-mail, too. Wednesday, 5 p.m."
39148,University Of Washington - Seattlen,Landscape Architecture,MS,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39149,University Of Pittsburgh,Business,PhD,,,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"To the ones who think they are waitlisted. I got the same email as you got from Gina that ""Final decisions will not be made until the end of April"". Now I am wondering that it's a boilerplate email."
39150,Kansas State University,Computer Science,PhD,,Accepted,E-mail,"(26, 2, 2008)",1204012800,,,,,,,International,"(20, 3, 2008)",1205996400,
39151,University Of Hawaii - Manoa,Philosophy,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,
39152,Case Western Reserve University (CWRU),Experimental Psychology,PhD,,Accepted,Phone,"(13, 3, 2008)",1205391600,,,,,,,American,"(20, 3, 2008)",1205996400,"One of three accepted, full tuition and a stipend."
39153,Texas A&M University,Aerospace Engineering,MS,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,,"(20, 3, 2008)",1205996400,
39154,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,Admission or Offer was not clear
39155,University Of Rochester,Finance,PhD,,Rejected,Website,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(19, 3, 2008)",1205910000,don't even bother to drop a email.
39156,University Of Toronto,Philosophy,MS,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,,"(19, 3, 2008)",1205910000,Phewf.
39157,University Of Kansas,History,MS,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(19, 3, 2008)",1205910000,just a generic letter saying my denial.  570V 500Q 5.5 Writing; 3.6 GPA.  G'luck to all who got in.
39158,Stanford University,Electrical Engineering,MS,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(19, 3, 2008)",1205910000,Praise the lord.
39159,"University Of California, Irvine (UCI)",Computer Science (ICS),PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,"Professor told me in advance. I even had my own scholarship, but they didn't like my grades. That sucks!"
39160,Stanford University,Electrical Engineering,MS,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,rejected from PhD.
39161,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,MS,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,email at mkelley@uiuc.edu to know your decision
39162,Rice University,Biomedical Engineering,PhD,,,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,"Nope. I didn't ask them. The ""Co-Chair, Graduate Recruiting Committee"" sent the email to me. ""Unfortunately, we will not be able to offer you a position in the Rice Bioengineering PhD program.  We wish you success in your future endeavors and hope that you will be able to pursue your research plans at another institution."""
39163,University Of Notre Dame,Electrical Engineering,PhD,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,TA fellowship
39164,University Of Virginia (UVA),Architecture (M. Arch 1),MS,,Rejected,Postal Service,"(15, 3, 2008)",1205564400,,,,,,,American,"(19, 3, 2008)",1205910000,waiting for refund
39165,Pennsylvania State University (PSU),Computer Science,MS,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,"""Due to the large number of applicants who entered our program in the last two years, we were restricted in the number of applicants we could accept for the 2008-2009 academic year.  We are limited by both faculty and monetary resources.  We can admit only a fraction of the many qualified applicants.""  
   Thought I had a very good chance :("
39166,University Of British Columbia (UBC),Architecture,MS,,Rejected,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,SAD
39167,University Of Vermont,Historic Preservation,MS,,Accepted,E-mail,"(18, 3, 2008)",1205823600,,,,,,,American,"(19, 3, 2008)",1205910000,
39168,Stanford University,Electrical Engineering,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,"Although we are unable to offer you admission to our MS/PhD program, we are very pleased to tell you that you have been admitted to study for the degree of Master of Science in Electrical Engineering beginning Fall quarter 2008-2009 under the MS-Only option."
39169,"University of Texas, Austin (UT Austin)",Petroleum Engineering,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,,"(19, 3, 2008)",1205910000,got an offer email this afternoon from prof.
39170,Columbia University,Philosophy,PhD,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(19, 3, 2008)",1205910000,"I got a letter detailing a financial package, but I was never told I was accepted.  Clearly, this means I was accepted (and that Columbia is having communication issues).  GL all."
39171,"University Of Illinois, Urbana Champaign (UIUC)",Physics,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,"Generic type of rejection email. 3rd rejection, 4 to go."
39172,University Of Louisville,English Lit,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(19, 3, 2008)",1205910000,Waitlisted for funding.  Please let them know if you're not going soon!!!
39173,Rice University,Biomedical Engineering,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International,"(19, 3, 2008)",1205910000,sad...
39174,"University Of California, Berkeley (UCB)",Physics,PhD,,Rejected,E-mail,"(18, 3, 2008)",1205823600,,,,,,,International,"(19, 3, 2008)",1205910000,It's high time I forgot about grad school for a while and started looking for a job...
39175,University Of Virginia (UVA),Computer Science,PhD,,Rejected,Website,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(19, 3, 2008)",1205910000,
39176,Stanford University,Electrical Engineering,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,"We are unable to recommend you for admission to our MS/PhD program at this time. We are pleased to inform you though, that your name is on a short list of alternates. Although we are unable to offer you admission to our MS/PhD program, we are very pleased to tell you that you have been admitted to study for the degree of Master of Science in Electrical Engineering beginning Fall quarter 2008-2009 under the MS-Only option."
39177,Stanford University,Electrical Engineering,Other,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,"Although we are unable to offer you admission to our MS/PhD program, we are very pleased to tell you that you have been admitted to study for the degree of Master of Science in Electrical Engineering beginning Fall quarter 2008-2009 under the MS-Only option."
39178,Stanford University,Electricalcal Engineering,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(19, 3, 2008)",1205910000,too sad...
39179,University Of Virginia (UVA),Developmental Psychology,PhD,,Rejected,E-mail,"(16, 2, 2008)",1203148800,,,,,,,American,"(19, 3, 2008)",1205910000,
39180,Columbia University,Public Health,MS,,Accepted,E-mail,"(19, 3, 2008)",1205910000,,,,,,,,"(19, 3, 2008)",1205910000,
39181,University Of Kentucky,English,MS,,Accepted,Other,"(19, 3, 2008)",1205910000,,,,,,,American,"(19, 3, 2008)",1205910000,Accepted without funding. Had to call them to find out because it got to be this late and I hadn't heard anything.
